// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
ITEM;								1;									Adamyte Ore;						Resource;							Rock;								Material;							adamyte.png;						1;									16;									1;									1;									Asteroid;							true;								1-4:2-1;							1500;								0.85;								true;								10;									1;									1,0,0,0,0;							Raw Ore;							0;									Very common construction materials can be extracted from Adamyte. Its abundance makes for easy mining and it is always in high demand. Very high compression allows for easy storage in the cargo bay.
ITEM;								2;									Gradeon Ore;						Resource;							Rock;								Material;							gradeon.png;						1.1;								28;									2;									2;									Asteroid;							true;								1-4:2-3;							1500;								0.86;								true;								10;									1;									2,0,0,0,0;							Raw Ore;							0;									This soft mineral is often used in agriculture and medicine. Gradeon is very resistant to bacterial growth, and is often referred to as the 'Sterile Stone'. When refined, Gradeon produces many of the basic building blocks needed to sustain human life.;;									;									;									;									;									
ITEM;								3;									Quazor Ore;							Resource;							Rock;								Material;							quazor.png;							1.6;								52;									3;									3;									Asteroid;							true;								2-4:3-1;							1500;								0.87;								true;								10;									1;									3,0,0,0,0;							Raw Ore;							0;									High prized for its incredible strength, Quazor is used in the manufacturing of ship components such as armor and hull structures. Average demands have remained stable for this resource, securing it's place on the market.;;									;									;									;									;									
ITEM;								4;									Lokken Ore;							Resource;							Rock;								Material;							lokken.png;							2.1;								94;									4;									4;									Asteroid;							true;								3-2:4-1;							1500;								0.88;								true;								10;									1;									4,0,0,0,0;							Raw Ore;							0;									Lokken is a soft ore that serves as an excellent electrical conduit. Used in consumer goods, high end computer systems and often found in jewellery. When refined, Lokken becomes an essential part of any construction project.;;									;									;									;									;									
ITEM;								5;									Torim Ore;							Resource;							Rock;								Material;							torim.png;							3.2;								153;								5;									5;									Asteroid;							true;								4-2:5-1;							1500;								0.89;								true;								10;									1;									5,0,0,0,0;							Raw Ore;							0;									This uncommon ore is scarce throughout the region. Its high demand is due to its ability to store magnetic data. When refined, the Torim ore can produce vital constuction materials used in the maintenance and fabrication of ship components.;;									;									;									;									;									
ITEM;								6;									Plasite Ore;						Resource;							Rock;								Material;							plasite.png;						5.0;								245;								6;									6;									Asteroid;							true;								5-3:6-1;							1500;								0.92;								true;								10;									1;									6,0,0,0,0;							Raw Ore;							0;									A rare ore, sought after for its explosive properties. Used almost exclusively in the manufacturing of weapons ordinance and ammunition. Highly valued on commercial markets, as well as underground black markets.;;									;									;									;									;									
ITEM;								7;									Dynex Ore;							Resource;							Rock;								Material;							dynex.png;							7.1;								370;								7;									7;									Asteroid;							true;								6-2:7-1;							1500;								0.94;								true;								10;									1;									7,0,0,0,0;							Raw Ore;							0;									An extremely rare crystal like mineral, prized for its beauty. In raw form, this ore can be dangerous due to its ability to store radiation for long periods of time. Highly valued and easily traded, Dynex is worth every cubic meter of your cargo bay.;;									;									;									;									;									
ITEM;								8;									Belasite Ore;						Resource;							Rock;								Material;							belasite.png;						11.0;								600;								8;									8;									Asteroid;							true;								7-2:8-1;							1500;								0.96;								true;								10;									1;									8,0,0,0,0;							Raw Ore;							0;									Belasite is an extremely rare asteroid to find. It is very dense, and difficult to mine. This is mainly due to the extreme pressures caused by the collapsing of a nearby micro star. These rocks can fetch a great rate, and are prized for their utility.;;									;									;									;									;									
ITEM;								9;									Xenox Ore;							Resource;							Rock;								Material;							xenox.png;							16.2;								930;								9;									9;									Asteroid;							true;								8-2:9-1;							1500;								0.98;								true;								10;									1;									9,0,0,0,0;							Raw Ore;							0;									Xenox is a very rare, and somewhat dangerous asteroid to harvest. They are very unstable and can easily explode if mined to rapidly with inferior equipment. Regardless of the danger, their value keeps the miners coming back for more.;;									;									;									;									;									
ITEM;								10;									Zai Ore;							Resource;							Rock;								Material;							zai.png;							25.0;								1490;								10;									10;									Asteroid;							true;								9-2:10-1;							1500;								0.99;								true;								10;									1;									10,0,0,0,0;							Raw Ore;							0;									This is one elusive asteroid to harvest. They can form out of nowhere, only to fall apart moments later. If you are able to locate, and mine these rocks, a small fortune will be waiting at your nearest market.;;									;									;									;									;									
ITEM;								11;									Electron Orb;						Resource;							Energy;								Material;							electron_orb.png;					2.5;								95;									11;									7;									Energy;								true;								5-1:6-1;							1500;								1;									true;								10;									1;									11,0,0,0,0;							Raw Energy;							1;									Electron orbs are not fully understood, but their applications have been found quite valuable. The electric properties of this resource make them very valuable on the open market. This raw ore can also be used as fuel for warp drive modules. 1 Fuel Point.;;									;									;									;									;									

ITEM;								20;									Junk Part;							Resource;							Salvage;							Material;							salvage_1.png;						5.5;								98;									20;									1;									Salvage;							true;								1-2:2-1;							1500;								0.83;									true;								10;									1;									20,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								21;									Scrap Part;							Resource;							Salvage;							Material;							salvage_2.png;						8.5;								200;								20;									2;									Salvage;							true;								2-2:3-1;							1500;								0.85;									true;								10;									1;									21,0,0,0,0;							Salvage;							0;									'Scrap' material is 1 step above the 'Junk' classification. Not really much better, but a noticeable yield in the components recovered from wreckage debris. Decent market value, but better if utilized for fabrication.;;									;									;									;									;									
ITEM;								22;									Undamaged Part;						Resource;							Salvage;							Material;							salvage_3.png;						11.2;								350;								20;									3;									Salvage;							true;								3-2:4-1;							1500;								0.87;									true;								10;									1;									22,0,0,0,0;							Salvage;							0;									'Salvage' is considered a valuable resource in the Astrox universe. Collecting salvage from ship wrecks and battlefields have become a fulltime profession for many aspiring pilots. Refine it into components for fabrication, or sell it for a nice profit.;;									;									;									;									;									
ITEM;								23;									Metal Fragment;						Resource;							Salvage;							Material;							salvage_4.png;						16.5;								700;								21;									4;									Salvage;							true;								4-2:5-1;							1500;								0.89;									true;								10;									1;									23,0,0,0,0;							Salvage;							0;									The 'Derelict' classification is the highest quality salvage that can be obtained from a wreckage site. Derelict implies that there is little to no damage the the component, and it can be refined for a quality yield of usable parts.;;									;									;									;									;									
ITEM;								24;									Electronic Fragment;				Resource;							Salvage;							Material;							salvage_5.png;						28.0;								1660;								21;									5;									Salvage;							true;								5-2:6-1;							1500;								0.91;									true;								10;									1;									24,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								25;									Module Fragment;					Resource;							Salvage;							Material;							salvage_6.png;						49.0;								3190;								21;									6;									Salvage;							true;								6-2:7-1;							1500;								0.93;									true;								10;									1;									25,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								26;									Weapons Component;					Resource;							Salvage;							Material;							salvage_7.png;						73.0;								6100;								22;									7;									Salvage;							true;								7-2:8-1;							1500;								0.95;									true;								10;									1;									26,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								27;									Engine Component;					Resource;							Salvage;							Material;							salvage_8.png;						108.0;								8965;								22;									8;									Salvage;							true;								8-2:9-1;							1500;								0.97;									true;								10;									1;									27,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								28;									Computer Component;					Resource;							Salvage;							Material;							salvage_9.png;						165.0;								11700;								23;									9;									Salvage;							true;								9-2:10-1;							1500;								0.99;									true;								10;									1;									28,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									
ITEM;								29;									Hull Chassis;						Resource;							Salvage;							Material;							salvage_10.png;						240.0;								15040;								23;									10;									Salvage;							true;								10-2:9-1;							1500;								1;									true;								10;									1;									29,0,0,0,0;							Salvage;							0;									Junk material can be salvaged, and then refined and refurbished into functioning components. Granted, the 'Junk' classification implies the quality of the debris isn't great, but it still has value and can be recycled.;;									;									;									;									;									

// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------;
// AMMUNITION ;
//0;								1 AMMO ID;							2 AMMO NAME;						3 ITEM TYPE;						4 AMMO CLASS;						5 AMMO TYPE ID;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 AMMO LVL;						11 MODE 0;							12 STACKABLE ITEM;					13 IMPACT DAMAGE;					14 ENERGY DAMAGE;					15 EXPLOSIVE DAMAGE;				16 NULL 0;							17 NULL 0;							18 NULL 0;							19 NULL 0;							20 NULL 0;							21 NULL 0;							22 AMMO DESCRIPTION;					;									;									;									;									;									
ITEM;								70;									Basic Charged Cell;					Ammo;								Cell;								4;									battery_cell_1.png;					0.53;								7.4;								1;									1;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									A charged energy cell for powering weapons systems without draining your ships reactor.								;									;									;									;									;									

ITEM;								40;									Basic 20mm;							Ammo;								20mm;								1;									20mm.png;							0.11;								14.7;								1;									1;									none;								true;								1.25;								0.25;								0.25;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								41;									Kinetic 20mm;						Ammo;								20mm;								1;									20mm_b.png;							0.12;								20.9;								1;									2;									none;								true;								1.40;								0.35;								0.35;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								42;									Advanced 20mm;						Ammo;								20mm;								1;									20mm_c.png;							0.13;								26.7;								1;									3;									none;								true;								1.60;								0.45;								0.45;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								43;									Radiated 20mm;						Ammo;								20mm;								1;									20mm_d.png;							0.14;								33.7;								1;									4;									none;								true;								1.85;								0.55;								0.55;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2111;								Explosive 20mm;						Ammo;								20mm;								1;									20mm_1.png;							0.15;								41.8;								1;									5;									none;								true;								2.10;								0.65;								0.65;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2112;								Fusion 20mm;						Ammo;								20mm;								1;									20mm_2.png;							0.16;								50.2;								1;									6;									none;								true;								2.40;								0.75;								0.75;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2113;								Uranium Core 20mm;					Ammo;								20mm;								1;									20mm_3.png;							0.17;								60.3;								1;									7;									none;								true;								2.75;								0.85;								0.85;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2126;								Corrosive 20mm;						Ammo;								20mm;								1;									20mm_4.png;							0.22;								71.8;								1;									8;									none;								true;								3.15;								0.95;								0.95;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2127;								Toxic 20mm;							Ammo;								20mm;								1;									20mm_5.png;							0.35;								83.2;								1;									9;									none;								true;								3.50;								1.05;								1.05;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;
ITEM;								2128;								Antimatter 20mm;					Ammo;								20mm;								1;									20mm_6.png;							0.45;								96.3;								1;									10;									none;								true;								4.00;								1.15;								1.15;								0;									0;									0;									0;									0;									0;									The 20mm round will deliver high Impact damage to the target. Must be fired from a 20mm Turret.;;;;;;

ITEM;								50;									Basic 60mm;							Ammo;								60mm;								2;									60mm.png;							0.32;								24.6;								1;									1;									none;								true;								1.25;								0.25;								0.55;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								51;									Kinetic 60mm;						Ammo;								60mm;								2;									60mm_b.png;							0.33;								35.8;								1;									2;									none;								true;								1.40;								0.35;								0.65;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								52;									Advanced 60mm;						Ammo;								60mm;								2;									60mm_c.png;							0.34;								46.8;								1;									3;									none;								true;								1.60;								0.45;								0.75;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								53;									Radiated 60mm;						Ammo;								60mm;								2;									60mm_d.png;							0.35;								58.3;								1;									4;									none;								true;								1.85;								0.55;								0.85;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2114;								Explosive 60mm;						Ammo;								60mm;								2;									60mm_1.png;							0.36;								71.3;								1;									5;									none;								true;								2.10;								0.65;								0.95;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2115;								Fusion 60mm;						Ammo;								60mm;								2;									60mm_2.png;							0.37;								85.1;								1;									6;									none;								true;								2.40;								0.75;								1.05;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2116;								Uranium Core 60mm;					Ammo;								60mm;								2;									60mm_3.png;							0.42;								100.6;								1;									7;									none;								true;								2.75;								0.85;								1.15;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2129;								Corrosive 60mm;						Ammo;								60mm;								2;									60mm_4.png;							0.55;								119.3;								1;									8;									none;								true;								3.15;								0.95;								1.25;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2130;								Toxic 60mm;							Ammo;								60mm;								2;									60mm_5.png;							0.64;								150.1;								1;									9;									none;								true;								3.50;								1.05;								1.35;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;
ITEM;								2131;								Antimatter 60mm;					Ammo;								60mm;								2;									60mm_6.png;							0.75;								180.6;								1;									10;									none;								true;								4.00;								1.15;								1.45;								0;									0;									0;									0;									0;									0;									The 60mm round will deliver extreme impact, and moderate explosive damage to the target. Must be fired from a 60mm Turret.;;;;;;

ITEM;								60;									Basic Missile;						Ammo;								Missile;							3;									missile_1.png;						1.0;								50.0;								10;									1;									none;								true;								0.25;								0.25;								1.00;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								61;									Advanced Missile;					Ammo;								Missile;							3;									missile_2.png;						1.25;								90.0;								10;									2;									none;								true;								0.27;								0.27;								1.25;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								62;									Fusion Missile;						Ammo;								Missile;							3;									missile_3.png;						1.50;								140.0;								10;									3;									none;								true;								0.29;								0.29;								1.50;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								63;									Corrosive Missile;					Ammo;								Missile;							3;									missile_4.png;						2.0;								200.0;								10;									4;									none;								true;								0.31;								0.81;								1.45;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2117;								Proton Missile;						Ammo;								Missile;							3;									missile_5.png;						2.3;								270.0;								10;									5;									none;								true;								0.33;								1.13;								0.60;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2118;								Energized Missile;					Ammo;								Missile;							3;									missile_6.png;						2.75;								350.0;								10;									6;									none;								true;								0.35;								1.35;								0.75;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2119;								Kinetic Missile;					Ammo;								Missile;							3;									missile_7.png;						3.15;								440.0;								10;									7;									none;								true;								1.07;								0.37;								0.90;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2650;								Impact Missile;						Ammo;								Missile;							3;									missile_8.png;						3.25;								540.0;								11;									8;									none;								true;								1.22;								0.39;								1.08;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2651;								Concussion Missile;					Ammo;								Missile;							3;									missile_9.png;						3.65;								650.0;								12;									9;									none;								true;								1.41;								0.41;								1.20;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;
ITEM;								2652;								Antimatter Missile;					Ammo;								Missile;							3;									missile_10.png;						3.90;								760.0;								13;									10;									none;								true;								1.43;								1.43;								1.65;								0;									0;									0;									0;									0;									0;									Missiles are deployed from a launcher module and can lock onto a moving target. The missile carries a warhead that delivers explosive damage to the target.;;;;;;

ITEM;								75;									Torpedo Mark I;						Ammo;								Torpedo;							7;									torp_a.png;							1.13;								125.9;								20;									1;									none;								true;								0.25;								0.25;								1.00;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								76;									Torpedo Mark II;					Ammo;								Torpedo;							7;									torp_a.png;							1.25;								175.0;								20;									2;									none;								true;								0.30;								0.30;								1.15;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								77;									Torpedo Mark III;					Ammo;								Torpedo;							7;									torp_a.png;							1.33;								235.8;								20;									3;									none;								true;								0.35;								0.35;								1.30;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								78;									Torpedo Mark IV;					Ammo;								Torpedo;							7;									torp_b.png;							1.48;								305.0;								20;									4;									none;								true;								0.40;								0.40;								1.45;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2120;								Torpedo Mark V;						Ammo;								Torpedo;							7;									torp_b.png;							1.54;								405.4;								20;									5;									none;								true;								0.45;								0.45;								1.60;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2121;								Torpedo Mark VI;					Ammo;								Torpedo;							7;									torp_b.png;							1.66;								530.9;								20;									6;									none;								true;								0.50;								0.50;								1.75;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2122;								Torpedo Mark VII;					Ammo;								Torpedo;							7;									torp_c.png;							1.77;								680.5;								20;									7;									none;								true;								0.55;								0.55;								1.90;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2123;								Torpedo Mark VIII;					Ammo;								Torpedo;							7;									torp_c.png;							1.89;								855.5;								20;									8;									none;								true;								0.60;								0.60;								2.05;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2124;								Torpedo Mark IX;					Ammo;								Torpedo;							7;									torp_d.png;							2.02;								1055.5;								20;									9;									none;								true;								0.65;								0.65;								2.20;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;
ITEM;								2125;								Torpedo Mark X;						Ammo;								Torpedo;							7;									torp_d.png;							2.15;								1300.5;								20;									10;									none;								true;								0.70;								0.70;								2.35;								0;									0;									0;									0;									0;									0;									Torpedoes are slow moving missiles that deliver high levels of damage to their target. Once reaching the target, they explode for area damage. Torpedoes require a torpedo launcher.;;;;;;


// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------;
// MATERIALS;
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;						4 ITEM CLASS;						5 ITEM SUBCLASS;					6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LVL;						11 USE MODE;						12 STACKABLE ITEM;					13 NULL 0;							14 NULL 0;							15 NULL 0;							16 NULL 0;							17 NULL 0;							18 NULL 0;							19 NULL 0;							20 NULL 0;							21 NULL 0;							22 ITEM DESCRIPTION;					;									;									;									;									;									
ITEM;								100;								Water;								Material;							Raw;								Base;								water.png;							0.015;								0.5;								0;									1;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Water is a basic material used in construction of life support system components, and widely used in the process of fabricating other components.
ITEM;								101;								Carbon;								Material;							Raw;								Base;								carbon.png;							0.004;								0.75;								0;									1;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Carbon is a non-metallic chemical element that is widely used in construction and fabrication of more advanced crafting components. This material is in high demand and can easily be found in most common resources.;;									;									;									;									;									
ITEM;								103;								Oxygen;								Material;							Raw;								Base;								oxygen.png;							0.002;								0.92;								0;									1;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Used mainly in the construction of advanced life support systems, Oxygen is easy to find and profitable to refine. This base material is used in smelting and refining raw ore.;;									;									;									;									;									
ITEM;								114;								Salt Crystal;						Material;							Raw;								Base;								salt_crystal.png;					0.062;								2.1;								0;									2;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Salt Crystals are a valuable construction material that is used in almost all manufacturing processes. Salt helps to retain moisture and reduce the waste water produced by life support systems.;;									;									;									;									;									
ITEM;								102;								Hydrogen;							Material;							Raw;								Base;								hydrogen.png;						0.005;								2.5;								0;									2;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Hydrogen is a gaseous element that can easily be classified as the most abundant element found in the Astrox universe. Although it can be found everywhere, it remains in high demand, and will fetch a decent price at any market.;;									;									;									;									;									
ITEM;								104;								Magnetic Quartz;					Material;							Raw;								Base;								magnetic_quartz.png;				0.145;								2.7;								0;									2;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Magnetic Quartz has a large number of applications. This material has extreme magnetic properties that are used in research and electronics. Highly values with a constant demand.;;									;									;									;									;									
ITEM;								109;								Calcium;							Material;							Raw;								Base;								calcium.png;						0.022;								5.1;								0;									3;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Calcium is formed on the surfaces of a number of ores when moisture collects in the cracks of the asteroid. It is a reactive metal that forms a dark oxide-nitride layer when exposed to oxygen, and the radiation from a nearby microstar.;;									;									;									;									;									
ITEM;								118;								Plastix Strands;					Material;							Raw;								Base;								plastix_strands.png;				0.038;								5.5;								0;									3;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Plastix Strand is one of the strongest, most lightweight materials in the entire universe. Refined from Lokken asteroid ore.;;									;									;									;									;									
ITEM;								113;								Silicon;							Material;							Raw;								Base;								silicon.png;						0.055;								6.1;								0;									3;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Silicon is a hard and brittle crystalline solid with a light metallic shine. It has moderate semiconductor properties and is commonly used in the manufacturing of cryo-pod systems.;;									;									;									;									;									
ITEM;								105;								Iron Coring;						Material;							Raw;								Base;								iron_coring.png;					0.093;								10.0;								0;									4;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Iron Coring is a strong heavy metal often used in smelting and the construction of stations. Commonly found in Torim.;;									;									;									;									;									
ITEM;								106;								Nitrogen;							Material;							Raw;								Base;								nitrogen.png;						0.004;								10.2;								0;									4;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Nitrogen has an extremely strong bond, that makes this raw material very important in manufacturing of start ships and structure. Abundant and easy to mine, nitrogen is a very profitable element for the average aspiring miner.;;									;									;									;									;									
ITEM;								107;								Oil;								Material;							Raw;								Base;								oil.png;							0.015;								10.7;								0;									4;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									This viscous material is mainly used as a precursor to fuel production for star ships. Oil is also a great lubricant, and therefore remains in high demand by the labor faction. Oil prices fluctuate frequently, but almost always return a decent profit.;;									;									;									;									;									
ITEM;								108;								Copperi Cubex;						Material;							Raw;								Base;								copperi_cubex.png;					0.115;								15.2;								0;									5;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									A soft, pliable metal fragment found in a variety of ores. Used to alter the molecular properties of metal and considered extremely valuable by most fabricators. It also has some electronic applications as it is a great conductor of electricity.;;									;									;									;									;									
ITEM;								110;								Ceramic;							Material;							Raw;								Base;								ceramic.png;						0.030;								16.9;								0;									5;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Ceramic materials are brittle, hard, strong in compression, weak in shearing and tension. Used as an insulator in electronic devices, as well as various medical applications.;;									;									;									;									;									
ITEM;								2000;								Acidic Residue;						Material;							Raw;								Base;								acidic_residue.png;					0.010;								17.6;								0;									5;									none;								true;								0;									0;									0;									0;									0;									0;									0;									0;									0;									Acidic residues are acids left over from various chemical reactions. The exact acids left behind depend on the ingredients invovled in the reaction.								;									;									;									;									;									
