// TECHNICAL SPECIFICATION DOCUMENTS;;									
// ITEM;							1 DOC ID;							2 DOC NAME;							3 DOC TYPE;							4 DOC CLASS;						5 DOC SUBCLASS;						6 doc image;						7 DOC SIZE;							8 DOC PRICE;						9 CRAFTS ID;						10 DOC LVL;							11 USE MODE;						12 STACKABLE ITEM;					13 RECIPE (id-qty);					14 QTY;								15 NULL 0;							16 NULL 0;							17 NULL 0;							18 NULL 0;							19 NULL 0;							20 NULL 0;							21 NULL 0;							22 ITEM DESCRIPTION ;;;;;;;									
ITEM;								2100;								Generic Single 20mm Gun (Doc);		Document;							20mm Turret;						GUN;								generic_single_20mm_gun_doc.png;	1;									14400;								1002;								1;									 null;								True;								167-3:153-12:159-2;					1;									 null ; 							 null ; 							 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Generic Single 20mm Gun.
ITEM;								2356;								Basic Beam Energy Mod (Doc);		Document;							Beam Mod;							Weapons;							basic_beam_energy_mod_doc.png;		1.0;								44584;								1721;								4;									 null;								true;								154-19:214-3:2002-3;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Beam Energy Mod;;									;									;									;									;									;									
ITEM;								2357;								Basic Beam Explosive Mod (Doc);		Document;							Beam Mod;							Weapons;							basic_beam_explosive_mod_doc.png;	1.0;								44584;								1722;								5;									 null;								true;								2013-5:202-5:2015-1;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Beam Explosive Mod;;									;									;									;									;									;									
ITEM;								2358;								Basic Missile Impact Mod (Doc);		Document;							Missile Mod;						Weapons;							basic_missile_impact_mod_doc.png;	1.0;								38916;								1730;								3;									 null;								true;								217-4:157-9:205-3;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Missile Impact Mod;;									;									;									;									;									;									
ITEM;								2359;								Basic Missile Energy Mod (Doc);		Document;							Missile Mod;						Weapons;							basic_missile_energy_mod_doc.png;	1.0;								46392;								1731;								4;									 null;								true;								214-7:163-12:200-7;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Missile Energy Mod;;									;									;									;									;									;									
ITEM;								2360;								Basic Missile Explosive Mod (Doc);	Document;							Missile Mod;						Weapons;							basic_missile_explosive_mod_doc.png;1.0;								36367;								1732;								5;									 null;								true;								2006-2:215-2:2003-2;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Missile Explosive Mod;;									;									;									;									;									;									
ITEM;								2361;								Basic Drone Command Bay (Doc);		Document;							Drone Mod;							Drone;								basic_drone_command_bay_doc.png;	1.0;								25544;								1750;								1;									 null;								true;								160-21:163-7:165-4;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Drone Command Bay;;									;									;									;									;									;									
ITEM;								2362;								Improved Drone Command Bay (Doc);	Document;							Drone Mod;							Drone;								improved_drone_command_bay_doc.png;	1.0;								117749;								1751;								2;									 null;								true;								151-196:152-99:169-12;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Drone Command Bay;;									;									;									;									;									;									
ITEM;								2363;								Advanced Drone Command Bay (Doc);	Document;							Drone Mod;							Drone;								advanced_drone_command_bay_doc.png;	1.0;								426229;								1752;								3;									 null;								true;								213-91:161-168:202-53;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Drone Command Bay;;									;									;									;									;									;									
ITEM;								2364;								Premium Drone Command Bay (Doc);	Document;							Drone Mod;							Drone;								premium_drone_command_bay_doc.png;	1.0;								1914913;							1753;								4;									 null;								true;								2004-186:2009-35:209-278;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Drone Command Bay;;									;									;									;									;									;									
ITEM;								2365;								Prototype Drone Command Bay (Doc);	Document;							Drone Mod;							Drone;								prototype_drone_command_bay_doc.png;1.0;								9921574;							1754;								5;									 null;								true;								2018-261:2019-93:2009-186;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype Drone Command Bay;;									;									;									;									;									;									
ITEM;								2366;								Basic ECM Resistance Field (Doc);	Document;							ECM;								ECM;								basic_ecm_resistance_field_doc.png;	1.0;								117749;								1760;								5;									 null;								true;								217-13:211-14:219-12;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic ECM Resistance Field;;									;									;									;									;									;									
ITEM;								2367;								Advanced ECM Resistance Field (Doc);Document;							ECM;								ECM;								advanced_ecm_resistance_field_doc.png;1.0;								117749;								1761;								5;									 null;								true;								204-23:215-7:2003-6;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced ECM Resistance Field;;									;									;									;									;									;									
ITEM;								2368;								Prototype ECM Resistance Field (Doc);Document;							ECM;								ECM;								prototype_ecm_resistance_field_doc.png;1.0;								117749;								1762;								5;									 null;								true;								211-29:2008-2:2005-4;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype ECM Resistance Field;;									;									;									;									;									;									
ITEM;								2369;								Basic ECM Power Boost (Doc);		Document;							ECM;								ECM;								basic_ecm_power_boost_doc.png;		1.0;								117749;								1765;								5;									 null;								true;								2019-2:207-9:2006-3;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic ECM Power Boost;;									;									;									;									;									;									
ITEM;								2370;								Advanced ECM Power Boost Field (Doc);Document;							ECM;								ECM;								advanced_ecm_power_boost_field_doc.png;1.0;								117749;								1766;								5;									 null;								true;								2016-5:2009-2:2015-3;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced ECM Power Boost Field;;									;									;									;									;									;									
ITEM;								2371;								Prototype ECM Power Boost Field (Doc);Document;							ECM;								ECM;								prototype_ecm_power_boost_field_doc.png;1.0;							117749;								1767;								5;									 null;								true;								2011-18:211-14:170-23;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype ECM Power Boost Field;;									;									;									;									;									;									
ITEM;								2372;								Basic ECM Energy Coil (Doc);		Document;							ECM;								ECM;								basic_ecm_energy_coil_doc.png;		1.0;								117749;								1770;								5;									 null;								true;								212-27:2005-4:211-14;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic ECM Energy Coil;;									;									;									;									;									;									
ITEM;								2373;								Advanced ECM Energy Coil (Doc);		Document;							ECM;								ECM;								advanced_ecm_energy_coil_doc.png;	1.0;								117749;								1771;								5;									 null;								true;								2005-9:207-9:205-10;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced ECM Energy Coil;;									;									;									;									;									;									
ITEM;								2374;								Prototype ECM Energy Coil (Doc);	Document;							ECM;								ECM;								prototype_ecm_energy_coil_doc.png;	1.0;								117749;								1772;								5;									 null;								true;								209-34:216-7:204-11;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype ECM Energy Coil;;									;									;									;									;									;									
ITEM;								2375;								Basic ECM Range Lock (Doc);			Document;							ECM;								ECM;								basic_ecm_range_lock_doc.png;		1.0;								117749;								1775;								5;									 null;								true;								201-32:207-9:2013-7;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic ECM Range Lock;;									;									;									;									;									;									
ITEM;								2376;								Advanced ECM Range Lock (Doc);		Document;							ECM;								ECM;								advanced_ecm_range_lock_doc.png;	1.0;								117749;								1776;								5;									 null;								true;								206-20:212-13:207-9;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced ECM Range Lock;;									;									;									;									;									;									
ITEM;								2377;								Prototype ECM Range Lock (Doc);		Document;							ECM;								ECM;								prototype_ecm_range_lock_doc.png;	1.0;								117749;								1777;								5;									 null;								true;								2012-15:2007-2:2015-3;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype ECM Range Lock;;									;									;									;									;									;									
ITEM;								2378;								Cloak Field Resistance (Doc);		Document;							Cloak;								Cloak;								cloak_field_resistance_doc.png;		1.0;								117749;								1778;								5;									 null;								true;								200-39:2012-7:2011-9;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Cloak Field Resistance;;									;									;									;									;									;									
ITEM;								2379;								Cloak Booster (Doc);				Document;							Cloak;								Cloak;								cloak_booster_doc.png;				1.0;								117749;								1779;								5;									 null;								true;								207-19:215-7:2003-6;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Cloak Booster;;									;									;									;									;									;									
ITEM;								2380;								Cloak Energy Core (Doc);			Document;							Cloak;								Cloak;								cloak_energy_core_doc.png;			1.0;								117749;								1780;								5;									 null;								true;								205-21:2007-2:210-15;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Cloak Energy Core;;									;									;									;									;									;									
ITEM;								2381;								Cloak Range Extender (Doc);			Document;							Cloak;								Cloak;								cloak_range_extender_doc.png;		1.0;								117749;								1781;								5;									 null;								true;								2001-20:219-12:2004-5;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Cloak Range Extender;;									;									;									;									;									;									
ITEM;								2382;								Basic Warp Drive (Doc);				Document;							Engine Mod;							Warp Drive;							basic_warp_drive_doc.png;			1.0;								5878260;							1785;								8;									 null;								true;								2032-239:2048-13:2041-92;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Warp Drive;;									;									;									;									;									;									
ITEM;								2383;								Improved Warp Drive (Doc);			Document;							Engine Mod;							Warp Drive;							improved_warp_drive_doc.png;		1.0;								14983350;							1786;								9;									 null;								true;								2057-40:2039-44:2036-118;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Warp Drive;;									;									;									;									;									;									
ITEM;								2384;								Advanced Warp Drive (Doc);			Document;							Engine Mod;							Warp Drive;							advanced_warp_drive_doc.png;		1.0;								335481700;							1787;								10;									 null;								true;								213-51:161-150:2059-268;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Warp Drive;;									;									;									;									;									;									
ITEM;								2385;								Basic Charged Cell (Doc);			Document;							Cell;								4;									basic_charged_cell_doc.png;			1.0;								89;									70;									1;									 null;								true;								104-13:101-24:100-37;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Charged Cell;;									;									;									;									;									;									
ITEM;								2386;								Basic 20mm (Doc);					Document;							20mm;								1;									basic_20mm_doc.png;					1.0;								176;								40;									1;									 null;								true;								102-29:101-49:100-73;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic 20mm;;									;									;									;									;									;									
ITEM;								2387;								Kinetic 20mm (Doc);					Document;							20mm;								1;									kinetic_20mm_doc.png;				1.0;								251;								41;									2;									 null;								true;								101-139:113-8:118-9;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Kinetic 20mm;;									;									;									;									;									;									
ITEM;								2388;								Advanced 20mm (Doc);				Document;							20mm;								1;									advanced_20mm_doc.png;				1.0;								320;								42;									3;									 null;								true;								118-24:107-6:101-89;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced 20mm;;									;									;									;									;									;									
ITEM;								2389;								Radiated 20mm (Doc);				Document;							20mm;								1;									radiated_20mm_doc.png;				1.0;								404;								43;									4;									 null;								true;								107-15:118-15:102-33;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Radiated 20mm;;									;									;									;									;									;									
ITEM;								2390;								Explosive 20mm (Doc);				Document;							20mm;								1;									explosive_20mm_doc.png;				1.0;								502;								2111;								5;									 null;								true;								109-40:108-6:105-10;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Explosive 20mm;;									;									;									;									;									;									
ITEM;								2391;								Fusion 20mm (Doc);					Document;							20mm;								1;									fusion_20mm_doc.png;				1.0;								602;								2112;								6;									 null;								true;								110-14:115-4:111-4;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Fusion 20mm;;									;									;									;									;									;									
ITEM;								2392;								Uranium Core 20mm (Doc);			Document;							20mm;								1;									radiated_20mm_doc.png;				1.0;								724;								2113;								7;									 null;								true;								115-10:121-2:111-5;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Radiated 20mm;;									;									;									;									;									;									
ITEM;								2393;								Corosive 20mm (Doc);				Document;							20mm;								1;									corosive_20mm_doc.png;				1.0;								862;								2126;								8;									 null;								true;								115-13:121-3:116-1;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Corosive 20mm;;									;									;									;									;									;									
ITEM;								2394;								Toxic 20mm (Doc);					Document;							20mm;								1;									toxic_20mm_doc.png;					1.0;								998;								2127;								9;									 null;								true;								120-1:117-3:123-1;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Toxic 20mm;;									;									;									;									;									;									
ITEM;								2395;								Antimatter 20mm (Doc);				Document;							20mm;								1;									antimatter_20mm_doc.png;			1.0;								1156;								2128;								10;									 null;								true;								116-4:124-2:119-1;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Antimatter 20mm;;									;									;									;									;									;									
ITEM;								2396;								Basic 60mm (Doc);					Document;							60mm;								2;									basic_60mm_doc.png;					1.0;								295;								50;									1;									 null;								true;								114-58:103-66:100-123;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic 60mm;;									;									;									;									;									;									
ITEM;								2397;								Kinetic 60mm (Doc);					Document;							60mm;								2;									kinetic_60mm_doc.png;				1.0;								430;								51;									2;									 null;								true;								104-66:100-179:103-97;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Kinetic 60mm;;									;									;									;									;									;									
ITEM;								2398;								Advanced 60mm (Doc);				Document;							60mm;								2;									advanced_60mm_doc.png;				1.0;								562;								52;									3;									 null;								true;								102-93:118-21:114-55;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced 60mm;;									;									;									;									;									;									
ITEM;								2399;								Radiated 60mm (Doc);				Document;							60mm;								2;									radiated_60mm_doc.png;				1.0;								700;								53;									4;									 null;								true;								102-116:106-14:118-26;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Radiated 60mm;;									;									;									;									;									;									
ITEM;								2400;								Explosive 60mm (Doc);				Document;							60mm;								2;									explosive_60mm_doc.png;				1.0;								856;								2114;								5;									 null;								true;								2000-20:109-34:111-6;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Explosive 60mm;;									;									;									;									;									;									
ITEM;								2401;								Fusion 60mm (Doc);					Document;							60mm;								2;									fusion_60mm_doc.png;				1.0;								1021;								2115;								6;									 null;								true;								106-41:117-3:108-13;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Fusion 60mm;;									;									;									;									;									;									
ITEM;								2402;								Uranium Core 60mm (Doc);			Document;							60mm;								2;									radiated_60mm_doc.png;				1.0;								1207;								2116;								7;									 null;								true;								112-17:110-14:108-16;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Radiated 60mm;;									;									;									;									;									;									
ITEM;								2403;								Corosive 60mm (Doc);				Document;							60mm;								2;									corosive_60mm_doc.png;				1.0;								1432;								2129;								8;									 null;								true;								117-10:119-1:116-2;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Corosive 60mm;;									;									;									;									;									;									
ITEM;								2404;								Toxic 60mm (Doc);					Document;							60mm;								2;									toxic_60mm_doc.png;					1.0;								1801;								2130;								9;									 null;								true;								122-2:120-1:123-2;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Toxic 60mm;;									;									;									;									;									;									
ITEM;								2405;								Antimatter 60mm (Doc);				Document;							60mm;								2;									antimatter_60mm_doc.png;			1.0;								2167;								2131;								10;									 null;								true;								119-5:122-1:116-4;					10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Antimatter 60mm;;									;									;									;									;									;									
ITEM;								2406;								Basic Missile (Doc);				Document;							Missile;							3;									missile_mark_i_doc.png;				1.0;								600;								60;									1;									 null;								true;								102-100:103-135:114-59;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Missile;;									;									;									;									;									;									
ITEM;								2407;								Advanced Missile (Doc);				Document;							Missile;							3;									missile_mark_ii_doc.png;			1.0;								1080;								61;									2;									 null;								true;								118-81:109-44:103-244;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Missile;;									;									;									;									;									;									
ITEM;								2408;								Fusion Missile (Doc);				Document;							Missile;							3;									missile_mark_iii_doc.png;			1.0;								1680;								62;									3;									 null;								true;								118-127:102-140:105-35;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Fusion Missile;;									;									;									;									;									;									
ITEM;								2409;								Corrosive Missile (Doc);			Document;							Missile;							3;									missile_mark_iv_doc.png;			1.0;								2400;								63;									4;									 null;								true;								110-59:113-81:106-49;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Corrosive Missile;;									;									;									;									;									;									
ITEM;								2410;								Proton Missile (Doc);				Document;							Missile;							3;									missile_mark_v_doc.png;				1.0;								3240;								2117;								5;									 null;								true;								112-48:110-39:106-66;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Proton Missile;;									;									;									;									;									;									
ITEM;								2411;								Energized Missile (Doc);			Document;							Missile;							3;									missile_mark_vi_doc.png;			1.0;								4200;								2118;								6;									 null;								true;								121-34:117-15:108-57;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Energized Missile;;									;									;									;									;									;									
ITEM;								2412;								Kinetic Missile (Doc);				Document;							Missile;							3;									missile_mark_vii_doc.png;			1.0;								5280;								2119;								7;									 null;								true;								108-144:116-10:115-39;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Kinetic Missile;;									;									;									;									;									;									
ITEM;								2413;								Impact Missile (Doc);				Document;							Missile;							3;									missile_mark_viii_doc.png;			1.0;								6480;								2650;								8;									 null;								true;								121-53:116-12:117-24;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Impact Missile;;									;									;									;									;									;									
ITEM;								2414;								Concussion Missile (Doc);			Document;							Missile;							3;									missile_mark_ix_doc.png;			1.0;								7800;								2651;								9;									 null;								true;								124-31:116-15:122-6;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Concussion Missile;;									;									;									;									;									;									
ITEM;								2415;								Antimatter Missile (Doc);			Document;							Missile;							3;									missile_mark_x_doc.png;				1.0;								9120;								2652;								10;									 null;								true;								122-14:120-7:116-17;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Antimatter Missile;;									;									;									;									;									;									
ITEM;								2416;								Torpedo Mark I (Doc);				Document;							Torpedo;							7;									torpedo_mark_i_doc.png;				1.0;								1511;								75;									1;									 null;								true;								102-251:114-149:104-116;			10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark I;;									;									;									;									;									;									
ITEM;								2417;								Torpedo Mark II (Doc);				Document;							Torpedo;							7;									torpedo_mark_ii_doc.png;			1.0;								2100;								76;									2;									 null;								true;								109-171:104-162:113-71;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark II;;									;									;									;									;									;									
ITEM;								2418;								Torpedo Mark III (Doc);				Document;							Torpedo;							7;									torpedo_mark_iii_doc.png;			1.0;								2830;								77;									3;									 null;								true;								107-110:118-107:104-218;			10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark III;;									;									;									;									;									;									
ITEM;								2419;								Torpedo Mark IV (Doc);				Document;							Torpedo;							7;									torpedo_mark_iv_doc.png;			1.0;								3660;								78;									4;									 null;								true;								110-90:113-125:109-149;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark IV;;									;									;									;									;									;									
ITEM;								2420;								Torpedo Mark V (Doc);				Document;							Torpedo;							7;									torpedo_mark_v_doc.png;				1.0;								4865;								2120;								5;									 null;								true;								2000-115:118-184:113-166;			10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark V;;									;									;									;									;									;									
ITEM;								2421;								Torpedo Mark VI (Doc);				Document;							Torpedo;							7;									torpedo_mark_vi_doc.png;			1.0;								6371;								2121;								6;									 null;								true;								2000-150:121-26:115-48;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark VI;;									;									;									;									;									;									
ITEM;								2422;								Torpedo Mark VII (Doc);				Document;							Torpedo;							7;									torpedo_mark_vii_doc.png;			1.0;								8166;								2122;								7;									 null;								true;								111-133:117-30:124-16;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark VII;;									;									;									;									;									;									
ITEM;								2423;								Torpedo Mark VIII (Doc);			Document;							Torpedo;							7;									torpedo_mark_viii_doc.png;			1.0;								10266;								2123;								8;									 null;								true;								121-84:116-20:111-83;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark VIII;;									;									;									;									;									;									
ITEM;								2424;								Torpedo Mark IX (Doc);				Document;							Torpedo;							7;									torpedo_mark_ix_doc.png;			1.0;								12666;								2124;								9;									 null;								true;								116-49:121-52:117-47;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark IX;;									;									;									;									;									;									
ITEM;								2425;								Torpedo Mark X (Doc);				Document;							Torpedo;							7;									torpedo_mark_x_doc.png;				1.0;								15606;								2125;								10;									 null;								true;								119-43:124-31:123-21;				10;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torpedo Mark X;;									;									;									;									;									;									
ITEM;								2426;								Nuts And Bolts (Doc);				Document;							Class A;							Base;								nuts_and_bolts_doc.png;				1.0;								137;								150;								1;									 null;								true;								100-5:103-1:101-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Nuts And Bolts;;									;									;									;									;									;									
ITEM;								2427;								Fasteners (Doc);					Document;							Class A;							Base;								fasteners_doc.png;					1.0;								150;								151;								1;									 null;								true;								104-1:103-1:101-2;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Fasteners;;									;									;									;									;									;									
ITEM;								2428;								Steelium Beam (Doc);				Document;							Class A;							Base;								steelium_beam_doc.png;				1.0;								148;								152;								1;									 null;								true;								114-1:100-3:103-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Steelium Beam;;									;									;									;									;									;									
ITEM;								2429;								Assorted Gaskets (Doc);				Document;							Class A;							Base;								assorted_gaskets_doc.png;			1.0;								150;								153;								1;									 null;								true;								103-3:101-2:100-3;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Assorted Gaskets;;									;									;									;									;									;									
ITEM;								2430;								Reinforced Rubber (Doc);			Document;							Class A;							Base;								reinforced_rubber_doc.png;			1.0;								274;								164;								1;									 null;								true;								101-7:103-3:104-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Reinforced Rubber;;									;									;									;									;									;									
ITEM;								2431;								Lubricant (Doc);					Document;							Class A;							Base;								lubricant_doc.png;					1.0;								268;								155;								1;									 null;								true;								114-2:104-1:100-5;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Lubricant;;									;									;									;									;									;									
ITEM;								2432;								Steelium Pipes (Doc);				Document;							Class A;							Base;								steelium_pipes_doc.png;				1.0;								397;								156;								1;									 null;								true;								100-16:114-1:104-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Steelium Pipes;;									;									;									;									;									;									
ITEM;								2433;								Metal Brackets (Doc);				Document;							Class A;							Base;								metal_brackets_doc.png;				1.0;								515;								157;								1;									 null;								true;								102-4:114-2:101-7;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Metal Brackets;;									;									;									;									;									;									
ITEM;								2434;								Liquid Coolant (Doc);				Document;							Class A;							Base;								liquid_coolant_doc.png;				1.0;								544;								158;								1;									 null;								true;								101-15:102-2:114-2;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Liquid Coolant;;									;									;									;									;									;									
ITEM;								2435;								Carbon Fiber (Doc);					Document;							Class A;							Base;								carbon_fiber_doc.png;				1.0;								661;								168;								1;									 null;								true;								101-18:103-7:102-2;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Carbon Fiber;;									;									;									;									;									;									
ITEM;								2436;								Metal Gears (Doc);					Document;							Class B;							Base;								metal_gears_doc.png;				1.0;								300;								160;								2;									 null;								true;								102-2:100-6:104-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Metal Gears;;									;									;									;									;									;									
